symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,oldest_fiscal_date,previous_oldest_fiscal_date,oldest_revenue,previous_oldest_revenue,oldest_net_income,previous_oldest_net_income,oldest_gross_profit,previous_oldest_gross_profit,oldest_revenue_growth_%,oldest_net_income_growth_%,oldest_gross_profit_growth_%
ADI,Common Stock,Analog Devices Inc,"Analog Devices, Inc. (ADI) is a prominent American multinational semiconductor firm headquartered in Wilmington, Massachusetts, recognized for its advanced solutions in data conversion, signal processing, and power management. Specializing in high-performance analog, mixed-signal, and digital signal processing integrated circuits, ADI caters to a variety of key sectors, including automotive, industrial, communications, and consumer electronics. With a steadfast commitment to innovation and precision technology, ADI has established itself as a vital contributor in the semiconductor industry, empowering its customers to enhance product performance and energy efficiency in an increasingly competitive market.",6281,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"ONE ANALOG WAY, WILMINGTON, MA, UNITED STATES, 01887",https://www.analog.com,2015-10-31,2014-10-31,3435092000.0,2864773000.0,696878000.0,629320000.0,2259262000.0,1830188000.0,19.907999691424067,10.73507913303248,23.444258185497883
AON,Common Stock,Aon PLC,"Aon PLC is a premier global professional services firm that excels in delivering a diverse range of risk, retirement, and health solutions. Operating in over 120 countries, Aon leverages its robust data and analytics capabilities to provide customized strategies that effectively manage financial risks and enhance client performance. With a strong emphasis on innovation, the firm offers a comprehensive suite of services, including insurance brokerage, pension administration, and health benefit consultation. Aon's dedication to fostering client success and navigating complex market dynamics establishes it as a trusted advisor and partner in the pursuit of sustainable growth.",315293,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"15 GEORGE'S QUAY, DUBLIN, IRELAND, D02 VR98",https://www.aon.com,2015-12-31,2014-12-31,9480000000.0,12045000000.0,1385000000.0,1397000000.0,3875000000.0,5031000000.0,-21.29514321295143,-0.8589835361488906,-22.977539256609024
APA,Common Stock,APA Corporation,"APA Corporation is a prominent energy company focused on the exploration and production of oil and natural gas, with significant operations in the Permian Basin and the North Sea. Leveraging cutting-edge technologies, APA enhances resource extraction and operational efficiency while maintaining a strong commitment to sustainability and environmental stewardship. Headquartered in Houston, Texas, the company is strategically poised to navigate global energy market trends and demand variability, positioning itself as a key player in the transition towards a more sustainable energy future.",6769,NASDAQ,USD,USA,ENERGY,OIL & GAS E&P,"2000 W. SAM HOUSTON PKWY. S., HOUSTON, TX, UNITED STATES, 77042-3643",https://www.apacorp.com,2015-12-31,2014-12-31,6383000000.0,13749000000.0,-23119000000.0,-5403000000.0,-25054000000.0,839000000.0,-53.574805440395664,327.8919119007959,-3086.1740166865316
APO,Common Stock,Apollo Global Management LLC Class A,,1858681,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"9 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019",https://www.apollo.com/institutional/homepage,2015-12-31,2014-12-31,1041670000.0,1560083000.0,106000000.0,168229000.0,504241000.0,819524000.0,-33.22983456649422,-36.99064965017922,-38.471478565606375
AAPL,Common Stock,Apple Inc,"Apple Inc. is a leading American multinational technology company that specializes in innovative consumer electronics, software, and online services. With a record revenue of $274.5 billion in 2020, it holds the title of the world's most valuable publicly traded company and is a dominant force in the global technology landscape. Its flagship products, such as the iPhone, iPad, and Mac, have cemented its reputation as a trailblazer in the sector, positioning it as the fourth-largest PC vendor and smartphone manufacturer worldwide. As a cornerstone of the ""Big Five"" technology companies, Apple continues to set industry standards and drive advancements in technology and consumer engagement.",320193,NASDAQ,USD,USA,TECHNOLOGY,CONSUMER ELECTRONICS,"ONE APPLE PARK WAY, CUPERTINO, CA, UNITED STATES, 95014",https://www.apple.com,2016-09-30,2015-09-30,215639000000.0,233715000000.0,45687000000.0,53394000000.0,84263000000.0,93626000000.0,-7.734206191301371,-14.434206090571974,-10.000427231751864
AMAT,Common Stock,Applied Materials Inc,"Applied Materials, Inc. (AMAT) is a premier global provider of equipment, services, and software integral to semiconductor manufacturing and advanced display technologies, headquartered in Santa Clara, California. The company addresses the evolving requirements of the electronics sector by facilitating the production of integrated circuit chips and flat panel displays, while also being a key player in solar energy solutions and flexible electronics. With a robust commitment to innovation and technology, Applied Materials is strategically positioned to benefit from the surging demand for high-performance electronic devices and sustainable energy alternatives, reinforcing its role as an industry leader.",6951,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTOR EQUIPMENT & MATERIALS,"3050 BOWERS AVENUE, SANTA CLARA, CA, UNITED STATES, 95052-8039",https://www.appliedmaterials.com,2015-10-31,2014-10-31,9659000000.0,9072000000.0,1377000000.0,1072000000.0,3952000000.0,3843000000.0,6.470458553791887,28.451492537313435,2.836325787145459
APTV,Common Stock,Aptiv PLC,"Aptiv PLC is a prominent global technology company based in Dublin, Ireland, specializing in advanced mobility solutions tailored for the automotive sector. The firm is renowned for its cutting-edge electrical and electronic systems, robust software, and data services that significantly elevate vehicle safety, connectivity, and efficiency. As a leader in innovation, Aptiv is actively driving the shift towards sustainable and autonomous transportation, collaborating closely with major automotive manufacturers worldwide. Its strategic investments in emerging technologies and focus on smart vehicle solutions position Aptiv to effectively capitalize on the escalating demand within the rapidly evolving mobility landscape.",1521332,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"SPITALSTRASSE 5, SCHAFFHAUSEN, SWITZERLAND, 8200",https://www.aptiv.com,2015-12-31,2014-12-31,15165000000.0,17023000000.0,1450000000.0,1351000000.0,3035000000.0,2947000000.0,-10.914644892204665,7.327905255366396,2.9860875466576178
ACGL,Common Stock,Arch Capital Group Ltd,"Arch Capital Group Ltd. (ACGL) is a leading global insurance and reinsurance provider headquartered in Pembroke, Bermuda, with a focus on delivering a wide range of customized insurance solutions such as property, casualty, and mortgage insurance. With its strong underwriting capabilities and innovative use of analytics, the company effectively addresses the evolving risk management demands of clients across the globe. Arch Capital Group maintains a robust capital position and is dedicated to responsible underwriting practices, which underpin its commitment to sustainable growth and enhancing shareholder value in the competitive insurance market.",947484,NASDAQ,USD,USA,FINANCIAL SERVICES,INSURANCE - DIVERSIFIED,"WATERLOO HOUSE, PEMBROKE, BERMUDA, HM 08",https://www.archgroup.com,2015-12-31,2014-12-31,3977253000.0,4052734000.0,537738000.0,834355000.0,3319992000.0,3446510000.0,-1.8624711120937127,-35.55045514199591,-3.6709018688470367
ADM,Common Stock,Archer-Daniels-Midland Company,"Archer-Daniels-Midland Company (ADM) is a prominent global leader in the food processing and agricultural commodities sector, founded in 1902 and headquartered in Chicago, Illinois. Boasting an extensive operational network of over 270 processing facilities and 420 crop procurement locations, ADM specializes in transforming cereal grains and oilseeds into a wide array of products catering to diverse industries including food, beverage, nutraceutical, and animal nutrition. The company's strong logistical framework and commitment to sustainability not only enhance its competitive advantage but also position it to effectively address the growing global demand for food and agricultural resources, making ADM a compelling investment opportunity within the dynamic agri-business market.",7084,NYSE,USD,USA,CONSUMER DEFENSIVE,FARM PRODUCTS,"77 WEST WACKER DRIVE, CHICAGO, IL, UNITED STATES, 60601",https://www.adm.com,2015-12-31,2014-12-31,67702000000.0,81201000000.0,1849000000.0,2248000000.0,3966000000.0,4768000000.0,-16.624179505178507,-17.749110320284696,-16.820469798657715
ANET,Common Stock,Arista Networks,"Arista Networks, headquartered in Santa Clara, California, is a leading provider of software-defined networking (SDN) solutions, renowned for its high-performance, multilayer network switches tailored for large data centers, cloud environments, and high-frequency trading. The company's innovative approach and strong emphasis on technological advancement position it to effectively meet the growing demand for sophisticated networking infrastructure in an increasingly digital world. Arista's dedication to exceptional performance, scalability, and reliability underscores its strategic importance in the networking sector, making it an attractive investment for institutional investors aiming to capitalize on the digital transformation trend.",1596532,NYSE,USD,USA,TECHNOLOGY,COMPUTER HARDWARE,"5453 GREAT AMERICA PARKWAY, SANTA CLARA, CA, UNITED STATES, 95054",https://www.arista.com,2015-12-31,2014-12-31,837591000.0,584106000.0,121102000.0,86850000.0,543560000.0,392091000.0,43.39708888455178,39.43811168681635,38.631083090405035
AJG,Common Stock,Arthur J Gallagher & Co,"Arthur J. Gallagher & Co. (AJG) stands as a premier global insurance brokerage and risk management firm, based in Rolling Meadows, Illinois, and operating across North America, Europe, and the Asia-Pacific region. The company excels in providing customized risk management solutions to a wide array of clients, including businesses, governments, and institutions, and has achieved significant growth through both strategic acquisitions and organic initiatives. With a strong focus on service excellence and innovation, AJG has established itself as a trusted partner in the complex insurance ecosystem, enhancing its competitive edge in the market.",354190,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"2850 GOLF ROAD, ROLLING MEADOWS, IL, UNITED STATES, 60008-4050",https://www.ajg.com,2015-12-31,2014-12-31,5392400000.0,4626500000.0,356800000.0,303400000.0,1612000000.0,1400000000.0,16.554630930509024,17.600527356624916,15.142857142857144
