symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,latest_fiscal_date,previous_fiscal_date,latest_revenue,previous_revenue,latest_net_income,previous_net_income,latest_gross_profit,previous_gross_profit,latest_revenue_growth_%,latest_net_income_growth_%,latest_gross_profit_growth_%
APH,Common Stock,Amphenol Corporation,"Amphenol Corporation (APH) is a leading global provider of innovative interconnect solutions, specializing in the design and manufacturing of electronic and fiber optic connectors, cable assemblies, and interconnect systems for diverse sectors such as telecommunications, automotive, industrial, and military. With a strong emphasis on quality and technological advancement, Amphenol is strategically positioned to capitalize on the rising demand for sophisticated connectivity solutions amidst evolving market dynamics. The company's robust operational framework and commitment to innovation not only enhance its competitive edge but also support sustained revenue growth and long-term shareholder value.",820313,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPONENTS,"358 HALL AVENUE, WALLINGFORD, CT, UNITED STATES, 06492",https://www.amphenol.com,2024-12-31,2023-12-31,15222700000.0,12554700000.0,2424000000.0,1928000000.0,5139700000.0,4084100000.0,21.251005599496605,25.72614107883817,25.84657574496217
ADI,Common Stock,Analog Devices Inc,"Analog Devices, Inc. (ADI) is a prominent American multinational semiconductor firm headquartered in Wilmington, Massachusetts, recognized for its advanced solutions in data conversion, signal processing, and power management. Specializing in high-performance analog, mixed-signal, and digital signal processing integrated circuits, ADI caters to a variety of key sectors, including automotive, industrial, communications, and consumer electronics. With a steadfast commitment to innovation and precision technology, ADI has established itself as a vital contributor in the semiconductor industry, empowering its customers to enhance product performance and energy efficiency in an increasingly competitive market.",6281,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"ONE ANALOG WAY, WILMINGTON, MA, UNITED STATES, 01887",https://www.analog.com,2024-10-31,2023-10-31,9427157000.0,12305539000.0,1635273000.0,3314579000.0,5381343000.0,7877218000.0,-23.390946142220994,-50.664232169455005,-31.684726765210762
AON,Common Stock,Aon PLC,"Aon PLC is a premier global professional services firm that excels in delivering a diverse range of risk, retirement, and health solutions. Operating in over 120 countries, Aon leverages its robust data and analytics capabilities to provide customized strategies that effectively manage financial risks and enhance client performance. With a strong emphasis on innovation, the firm offers a comprehensive suite of services, including insurance brokerage, pension administration, and health benefit consultation. Aon's dedication to fostering client success and navigating complex market dynamics establishes it as a trusted advisor and partner in the pursuit of sustainable growth.",315293,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"15 GEORGE'S QUAY, DUBLIN, IRELAND, D02 VR98",https://www.aon.com,2024-12-31,2023-12-31,15698000000.0,13376000000.0,2654000000.0,2564000000.0,7415000000.0,6474000000.0,17.35944976076555,3.5101404056162244,14.535063330244052
APA,Common Stock,APA Corporation,"APA Corporation is a prominent energy company focused on the exploration and production of oil and natural gas, with significant operations in the Permian Basin and the North Sea. Leveraging cutting-edge technologies, APA enhances resource extraction and operational efficiency while maintaining a strong commitment to sustainability and environmental stewardship. Headquartered in Houston, Texas, the company is strategically poised to navigate global energy market trends and demand variability, positioning itself as a key player in the transition towards a more sustainable energy future.",6769,NASDAQ,USD,USA,ENERGY,OIL & GAS E&P,"2000 W. SAM HOUSTON PKWY. S., HOUSTON, TX, UNITED STATES, 77042-3643",https://www.apacorp.com,2024-12-31,2023-12-31,9737000000.0,8279000000.0,804000000.0,2855000000.0,4302000000.0,4227000000.0,17.610822563111487,-71.83887915936953,1.7743080198722498
APO,Common Stock,Apollo Global Management LLC Class A,,1858681,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"9 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019",https://www.apollo.com/institutional/homepage,2024-12-31,2023-12-31,26114000000.0,32644000000.0,4426000000.0,5047000000.0,24974000000.0,29474000000.0,-20.003676020095575,-12.30433921141272,-15.267693560426137
AAPL,Common Stock,Apple Inc,"Apple Inc. is a leading American multinational technology company that specializes in innovative consumer electronics, software, and online services. With a record revenue of $274.5 billion in 2020, it holds the title of the world's most valuable publicly traded company and is a dominant force in the global technology landscape. Its flagship products, such as the iPhone, iPad, and Mac, have cemented its reputation as a trailblazer in the sector, positioning it as the fourth-largest PC vendor and smartphone manufacturer worldwide. As a cornerstone of the ""Big Five"" technology companies, Apple continues to set industry standards and drive advancements in technology and consumer engagement.",320193,NASDAQ,USD,USA,TECHNOLOGY,CONSUMER ELECTRONICS,"ONE APPLE PARK WAY, CUPERTINO, CA, UNITED STATES, 95014",https://www.apple.com,2025-09-30,2024-09-30,416161000000.0,391035000000.0,112010000000.0,93736000000.0,195201000000.0,180683000000.0,6.425511782832739,19.495177946573357,8.035066940442654
AMAT,Common Stock,Applied Materials Inc,"Applied Materials, Inc. (AMAT) is a premier global provider of equipment, services, and software integral to semiconductor manufacturing and advanced display technologies, headquartered in Santa Clara, California. The company addresses the evolving requirements of the electronics sector by facilitating the production of integrated circuit chips and flat panel displays, while also being a key player in solar energy solutions and flexible electronics. With a robust commitment to innovation and technology, Applied Materials is strategically positioned to benefit from the surging demand for high-performance electronic devices and sustainable energy alternatives, reinforcing its role as an industry leader.",6951,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTOR EQUIPMENT & MATERIALS,"3050 BOWERS AVENUE, SANTA CLARA, CA, UNITED STATES, 95052-8039",https://www.appliedmaterials.com,2024-10-31,2023-10-31,27176000000.0,26517000000.0,7177000000.0,6856000000.0,12897000000.0,12384000000.0,2.485198174755817,4.6820303383897315,4.142441860465116
APP,Common Stock,Applovin Corp,"AppLovin Corporation, based in Palo Alto, California, is a leading software platform that specializes in optimizing marketing and monetization strategies for mobile app developers globally. By leveraging cutting-edge technology and robust data analytics, AppLovin enhances app performance, enabling developers to expand their market reach and revenue potential. With a strong emphasis on innovation and a significant footprint in the mobile advertising sector, the company presents a compelling investment opportunity for institutional investors looking to capitalize on the burgeoning mobile app economy.",1751008,NASDAQ,USD,USA,COMMUNICATION SERVICES,ADVERTISING AGENCIES,"1100 PAGE MILL ROAD, PALO ALTO, CA, UNITED STATES, 94304",https://www.applovin.com,2024-12-31,2023-12-31,4709248000.0,3283087000.0,1579776000.0,356711000.0,3542442000.0,2223896000.0,43.43963470964979,342.8728017919268,59.28991283765068
APTV,Common Stock,Aptiv PLC,"Aptiv PLC is a prominent global technology company based in Dublin, Ireland, specializing in advanced mobility solutions tailored for the automotive sector. The firm is renowned for its cutting-edge electrical and electronic systems, robust software, and data services that significantly elevate vehicle safety, connectivity, and efficiency. As a leader in innovation, Aptiv is actively driving the shift towards sustainable and autonomous transportation, collaborating closely with major automotive manufacturers worldwide. Its strategic investments in emerging technologies and focus on smart vehicle solutions position Aptiv to effectively capitalize on the escalating demand within the rapidly evolving mobility landscape.",1521332,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"SPITALSTRASSE 5, SCHAFFHAUSEN, SWITZERLAND, 8200",https://www.aptiv.com,2024-12-31,2023-12-31,19713000000.0,20051000000.0,1787000000.0,2909000000.0,3527000000.0,3439000000.0,-1.685701461273752,-38.56995531110347,2.558883396336144
ACGL,Common Stock,Arch Capital Group Ltd,"Arch Capital Group Ltd. (ACGL) is a leading global insurance and reinsurance provider headquartered in Pembroke, Bermuda, with a focus on delivering a wide range of customized insurance solutions such as property, casualty, and mortgage insurance. With its strong underwriting capabilities and innovative use of analytics, the company effectively addresses the evolving risk management demands of clients across the globe. Arch Capital Group maintains a robust capital position and is dedicated to responsible underwriting practices, which underpin its commitment to sustainable growth and enhancing shareholder value in the competitive insurance market.",947484,NASDAQ,USD,USA,FINANCIAL SERVICES,INSURANCE - DIVERSIFIED,"WATERLOO HOUSE, PEMBROKE, BERMUDA, HM 08",https://www.archgroup.com,2024-12-31,2023-12-31,16930000000.0,13294000000.0,4312000000.0,4443000000.0,5937000000.0,4736000000.0,27.35068451933203,-2.9484582489309026,25.3589527027027
ADM,Common Stock,Archer-Daniels-Midland Company,"Archer-Daniels-Midland Company (ADM) is a prominent global leader in the food processing and agricultural commodities sector, founded in 1902 and headquartered in Chicago, Illinois. Boasting an extensive operational network of over 270 processing facilities and 420 crop procurement locations, ADM specializes in transforming cereal grains and oilseeds into a wide array of products catering to diverse industries including food, beverage, nutraceutical, and animal nutrition. The company's strong logistical framework and commitment to sustainability not only enhance its competitive advantage but also position it to effectively address the growing global demand for food and agricultural resources, making ADM a compelling investment opportunity within the dynamic agri-business market.",7084,NYSE,USD,USA,CONSUMER DEFENSIVE,FARM PRODUCTS,"77 WEST WACKER DRIVE, CHICAGO, IL, UNITED STATES, 60601",https://www.adm.com,2024-12-31,2023-12-31,85530000000.0,93935000000.0,1800000000.0,3483000000.0,5778000000.0,7513000000.0,-8.947676584872518,-48.320413436692505,-23.09330493810728
