symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,fiscal_year_end,latest_quarter,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,analyst_rating_strong_buy,analyst_rating_buy,analyst_rating_hold,analyst_rating_sell,analyst_rating_strong_sell,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,fifty_two_week_high,fifty_two_week_low,fifty_day_moving_average,two_hundred_day_moving_average,shares_outstanding,shares_float,percent_insiders,percent_institutions,dividend_date,ex_dividend_date
AEP,Common Stock,American Electric Power Co Inc,"American Electric Power Co Inc (AEP) is one of the largest investor-owned utilities in the U.S., providing electricity to more than five million customers in 11 states. The company boasts a diversified generation portfolio that incorporates a significant focus on renewable energy, aligning with its commitment to sustainable practices and regulatory compliance. AEP is actively modernizing its infrastructure and enhancing its clean energy initiatives, reflecting a proactive approach to meet rising demand and environmental standards. Through strategic investments and a commitment to operational efficiency, AEP is well-positioned for sustained growth in the transitioning energy market.",4904,NASDAQ,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"1 RIVERSIDE PLAZA, COLUMBUS, OH, UNITED STATES, 43215-2373",https://www.aep.com,December,2025-06-30,62854427000.0,8572600000.0,17.23,2.346,55.88,3.67,0.0312,6.82,38.76,0.177,0.282,0.0316,0.13,20666700000.0,10077100000.0,6.82,2.578,0.111,120.41,2,4,11,1,0,17.23,18.12,3.041,2.031,5.17,11.87,0.464,120.46,87.57,111.89,105.69,534795000,533725000,0.027,85.127,2025-09-10,2025-08-08
AXP,Common Stock,American Express Company,"American Express Company (AXP) is a premier global financial services provider, specializing in high-end charge and credit card offerings, as well as comprehensive travel and expense management services. Based in New York City, the company operates through three primary segments: Global Consumer Services, Global Commercial Services, and Global Merchant Services, effectively serving a wide range of clients from individuals to large enterprises. With a steadfast focus on innovation and superior customer experience, American Express utilizes cutting-edge technology to continually enhance its offerings and maintain a competitive edge in the financial landscape. Its strategic partnerships and vast merchant network further solidify its position as a leader in the industry.",4962,NYSE,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"200 VESEY STREET, NEW YORK, NY, UNITED STATES, 10285",https://www.americanexpress.com,December,2025-09-30,238821179000.0,0.0,23.26,1.92,47.05,3.16,0.0098,14.9,93.58,0.161,0.221,0.0371,0.339,65294000000.0,41876001000.0,14.9,0.186,0.122,338.91,3,7,16,2,1,23.26,18.83,3.658,7.12,4.22,0.0,1.294,348.7,219.32,324.9,300.54,689000000,537215000,21.916,65.31,2025-11-10,2025-10-10
AIG,Common Stock,American International Group Inc,"American International Group, Inc. (AIG) is a prominent global finance and insurance corporation based in the United States, operating in over 80 countries. The company is structured into three main segments: General Insurance, which encompasses property and casualty insurance; Life & Retirement, which focuses on life insurance and retirement solutions; and a technology-driven subsidiary dedicated to enhancing insurance offerings. AIG emphasizes sustainable value creation for its clients and stakeholders while effectively addressing the complexities of a rapidly changing global market. With its extensive experience and commitment to innovation, AIG remains a vital contributor to the insurance sector, adapting to the evolving demands and risks faced by customers worldwide.",5272,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - DIVERSIFIED,"1271 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10020",https://www.aig.com,December,2025-06-30,42857738000.0,8203000000.0,14.46,0.855,74.14,1.65,0.0214,5.35,45.12,0.117,0.238,0.0173,0.076,27396000000.0,9105000000.0,5.35,-0.333,0.083,88.83,3,5,12,0,0,14.46,10.28,1.564,1.063,1.858,0.0,0.686,87.1,68.14,79.93,80.35,554004000,551605000,0.296,95.732,2025-09-30,2025-09-16
AMT,Common Stock,American Tower Corp,"American Tower Corporation (AMT) is a premier real estate investment trust (REIT) that specializes in the ownership and operation of a diverse portfolio of wireless and broadcast communications infrastructure across the globe. Headquartered in Boston, Massachusetts, AMT is pivotal in supporting the growing demand for mobile connectivity by providing critical assets like cellular towers to telecommunications companies and broadcasters. The company's strategic focus on expanding its international presence aligns with the accelerating evolution of communication technologies, positioning AMT as a valuable investment opportunity for institutional investors seeking growth in the dynamic telecommunications sector.",1053507,NYSE,USD,USA,REAL ESTATE,REIT - SPECIALTY,"116 HUNTINGTON AVENUE, BOSTON, MA, UNITED STATES, 02116-5749",https://www.americantower.com,December,2025-06-30,89571779000.0,6625500000.0,35.69,52.79,7.93,6.64,0.0347,5.36,21.94,0.126,0.457,0.0454,0.243,10259600000.0,7630200000.0,5.36,-0.595,0.032,239.0,7,11,4,0,0,35.69,26.32,8.73,24.11,12.93,20.9,0.866,232.28,168.28,196.75,205.6,468251000,466889000,0.154,95.269,2025-10-20,2025-09-30
AWK,Common Stock,American Water Works,"American Water Works Company, Inc. (AWK) is the premier publicly traded water and wastewater utility in the United States, providing essential services to over 14 million people across 24 states and parts of Canada. With a strategic focus on sustainable water management and significant investments in modernizing infrastructure, AWK is adept at navigating regulatory frameworks and addressing the critical challenges of resource conservation and environmental resilience. The company's robust operational performance and commitment to delivering reliable service position it favorably for long-term growth and consistent dividend payouts, making it an appealing investment choice for institutional investors seeking stability in the essential utilities sector.",1410636,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED WATER,"1 WATER STREET, CAMDEN, NJ, UNITED STATES, 08102-1658",https://www.amwater.com,December,2025-06-30,28057123000.0,2667000000.0,25.91,3.297,54.75,3.123,0.0218,5.55,25.34,0.219,0.386,0.035,0.104,4942000000.0,2979000000.0,5.55,0.042,0.111,141.9,0,3,6,1,2,25.91,22.12,5.68,2.476,8.38,14.75,0.697,153.69,116.64,140.75,138.91,195099000,194644000,0.142,95.298,2025-09-03,2025-08-12
AMP,Common Stock,Ameriprise Financial Inc,"Ameriprise Financial, Inc. (AMP) is a leading financial services firm headquartered in Minneapolis, Minnesota, recognized for its comprehensive wealth management and financial planning solutions. The company delivers a broad range of services, including asset management, insurance products, annuities, and estate planning, primarily serving individual and institutional clients. With an emphasis on personalized financial strategies and a commitment to excellence, Ameriprise leverages its deep market expertise to help clients achieve their financial objectives and enhance their long-term economic security. As a publicly traded entity, Ameriprise continues to strengthen its position in the financial sector through innovation and exceptional client service.",820027,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"1099 AMERIPRISE FINANCIAL CENTER, MINNEAPOLIS, MN, UNITED STATES, 55474",https://www.ameriprise.com,December,2025-06-30,44331205000.0,4269000000.0,14.66,1.734,64.42,6.04,0.0129,32.07,183.91,0.177,0.363,0.022,0.582,18180000000.0,10265000000.0,32.07,0.338,0.022,550.27,1,4,6,1,1,14.66,11.96,2.438,7.61,2.489,0.0,1.257,576.69,393.57,497.64,508.72,94272000,93908000,0.191,87.536,2025-08-18,2025-08-04
AME,Common Stock,Ametek Inc,"Ametek Inc. is a prominent global manufacturer of electronic instruments and electromechanical devices, headquartered in Berwyn, Pennsylvania. With over 220 manufacturing facilities worldwide, Ametek caters to diverse sectors including aerospace, power generation, and industrial applications. The company is distinguished by its commitment to innovation and a customer-centric business model, firmly establishing itself as a leader in advanced manufacturing. Ametek's strategic focus on operational excellence and its proactive approach to acquisitions bolster its strong growth trajectory amid a rapidly evolving market landscape.",1037868,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"1100 CASSATT ROAD, BERWYN, PA, UNITED STATES, 19312-1177",https://www.ametek.com,December,2025-06-30,42835030000.0,2204409000.0,29.87,2.692,44.98,1.18,0.0064,6.21,30.22,0.206,0.255,0.075,0.146,6980193000.0,2492248000.0,6.21,0.069,0.025,206.71,2,9,6,0,1,29.87,24.39,6.14,4.138,6.35,19.93,1.109,197.03,144.53,185.65,179.6,230954000,229686000,0.358,90.045,2025-09-30,2025-09-15
AMGN,Common Stock,Amgen Inc,"Amgen Inc. is a prominent multinational biopharmaceutical company headquartered in Thousand Oaks, California, renowned for its innovative therapies rooted in recombinant DNA technology. Specializing in oncology, nephrology, and inflammation, Amgen leverages its expertise in molecular biology to develop and commercialize biologic products that enhance patient outcomes. With a robust drug pipeline and a strong competitive position in the biotechnology sector, Amgen remains at the forefront of medical advancements, actively addressing global unmet medical needs and maintaining a commitment to improving the quality of life for patients worldwide.",318154,NASDAQ,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"ONE AMGEN CENTER DRIVE, THOUSAND OAKS, CA, UNITED STATES, 91320-1799",https://www.amgen.com,December,2025-06-30,160867910000.0,16148000000.0,24.45,0.958,13.8,9.26,0.0313,12.22,64.96,0.19,0.327,0.0751,0.991,34916999000.0,24217999000.0,12.22,0.92,0.094,311.65,3,10,15,2,1,24.45,13.74,4.607,21.55,5.97,13.11,0.48,330.26,247.06,287.15,289.73,538362000,536994000,0.214,83.955,2025-09-12,2025-08-22
APH,Common Stock,Amphenol Corporation,"Amphenol Corporation (APH) is a leading global provider of innovative interconnect solutions, specializing in the design and manufacturing of electronic and fiber optic connectors, cable assemblies, and interconnect systems for diverse sectors such as telecommunications, automotive, industrial, and military. With a strong emphasis on quality and technological advancement, Amphenol is strategically positioned to capitalize on the rising demand for sophisticated connectivity solutions amidst evolving market dynamics. The company's robust operational framework and commitment to innovation not only enhance its competitive edge but also support sustained revenue growth and long-term shareholder value.",820313,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPONENTS,"358 HALL AVENUE, WALLINGFORD, CT, UNITED STATES, 06492",https://www.amphenol.com,December,2025-06-30,153408733000.0,5217100000.0,50.06,1.946,9.44,0.66,0.0052,2.51,15.56,0.169,0.256,0.125,0.31,18818001000.0,6630900000.0,2.51,1.098,0.565,126.53,2,8,5,0,1,50.06,35.59,8.15,13.1,8.27,30.73,1.18,128.12,56.27,117.39,89.37,1220921000,1213010000,0.562,97.059,2025-10-08,2025-09-16
ADI,Common Stock,Analog Devices Inc,"Analog Devices, Inc. (ADI) is a prominent American multinational semiconductor firm headquartered in Wilmington, Massachusetts, recognized for its advanced solutions in data conversion, signal processing, and power management. Specializing in high-performance analog, mixed-signal, and digital signal processing integrated circuits, ADI caters to a variety of key sectors, including automotive, industrial, communications, and consumer electronics. With a steadfast commitment to innovation and precision technology, ADI has established itself as a vital contributor in the semiconductor industry, empowering its customers to enhance product performance and energy efficiency in an increasingly competitive market.",6281,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"ONE ANALOG WAY, WILMINGTON, MA, UNITED STATES, 01887",https://www.analog.com,October,2025-07-31,119481213000.0,4646811000.0,61.8,0.824,69.29,3.89,0.0161,3.93,20.95,0.189,0.285,0.0339,0.0565,10386794000.0,6247789000.0,3.93,0.316,0.246,268.94,4,20,11,0,0,61.8,25.71,11.5,3.488,11.95,26.53,1.089,257.1,157.3,242.75,222.85,491955000,490081000,0.258,94.832,2025-09-16,2025-09-02
AON,Common Stock,Aon PLC,"Aon PLC is a premier global professional services firm that excels in delivering a diverse range of risk, retirement, and health solutions. Operating in over 120 countries, Aon leverages its robust data and analytics capabilities to provide customized strategies that effectively manage financial risks and enhance client performance. With a strong emphasis on innovation, the firm offers a comprehensive suite of services, including insurance brokerage, pension administration, and health benefit consultation. Aon's dedication to fostering client success and navigating complex market dynamics establishes it as a trusted advisor and partner in the pursuit of sustainable growth.",315293,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"15 GEORGE'S QUAY, DUBLIN, IRELAND, D02 VR98",https://www.aon.com,December,2025-06-30,74736181000.0,5312000000.0,29.25,1.568,36.36,2.77,0.0081,11.85,77.32,0.155,0.231,0.0526,0.374,16752000000.0,7802000000.0,11.85,0.081,0.105,416.0,5,8,6,0,2,29.25,18.66,4.461,9.92,5.15,16.99,0.887,411.24,322.37,363.29,368.21,215627000,208699000,3.041,90.499,2025-11-14,2025-11-03
APA,Common Stock,APA Corporation,"APA Corporation is a prominent energy company focused on the exploration and production of oil and natural gas, with significant operations in the Permian Basin and the North Sea. Leveraging cutting-edge technologies, APA enhances resource extraction and operational efficiency while maintaining a strong commitment to sustainability and environmental stewardship. Headquartered in Houston, Texas, the company is strategically poised to navigate global energy market trends and demand variability, positioning itself as a key player in the transition towards a more sustainable energy future.",6769,NASDAQ,USD,USA,ENERGY,OIL & GAS E&P,"2000 W. SAM HOUSTON PKWY. S., HOUSTON, TX, UNITED STATES, 77042-3643",https://www.apacorp.com,December,2025-06-30,8057351000.0,5851000000.0,7.79,0.17,16.46,1.0,0.0435,2.89,26.82,0.11,0.376,0.07,0.204,9804000000.0,6501000000.0,2.89,0.145,-0.136,24.74,1,4,18,4,1,7.79,7.19,0.822,1.447,1.303,2.774,1.165,25.8,13.19,22.82,20.38,357786000,355786000,0.463,96.247,2025-11-21,2025-10-22
APO,Common Stock,Apollo Global Management LLC Class A,,1858681,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"9 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019",https://www.apollo.com/institutional/homepage,December,2025-06-30,69432607000.0,0.0,22.65,1.37,31.33,1.95,0.0161,5.36,42.98,0.134,0.151,0.0136,0.167,25176001000.0,10406000000.0,5.36,-0.267,0.132,153.28,4,10,5,0,0,22.65,13.87,2.758,4.061,3.043,14.76,1.668,187.59,101.84,134.35,141.48,572027000,448915000,26.523,63.755,2025-08-29,2025-08-18
AAPL,Common Stock,Apple Inc,"Apple Inc. is a leading American multinational technology company that specializes in innovative consumer electronics, software, and online services. With a record revenue of $274.5 billion in 2020, it holds the title of the world's most valuable publicly traded company and is a dominant force in the global technology landscape. Its flagship products, such as the iPhone, iPad, and Mac, have cemented its reputation as a trailblazer in the sector, positioning it as the fourth-largest PC vendor and smartphone manufacturer worldwide. As a cornerstone of the ""Big Five"" technology companies, Apple continues to set industry standards and drive advancements in technology and consumer engagement.",320193,NASDAQ,USD,USA,TECHNOLOGY,CONSUMER ELECTRONICS,"ONE APPLE PARK WAY, CUPERTINO, CA, UNITED STATES, 95014",https://www.apple.com,September,2025-06-30,3744081904000.0,141696008000.0,38.34,2.466,4.431,1.01,0.0041,6.58,27.17,0.243,0.3,0.245,1.498,408624988000.0,190739005000.0,6.58,0.121,0.096,248.12,5,23,15,1,3,38.34,32.05,9.16,57.97,9.45,27.26,1.094,259.24,168.8,241.07,222.08,14840390000,14814271000,1.97,63.611,2025-08-14,2025-08-11
